datetime,open,high,low,close,volume
2023-03-13 05:00:00,22447.25,22499.8,22384.03,22491.01,471.65960685
2023-03-13 06:00:00,22491.43,22588.56,22345.17,22472.98,426.74327134
2023-03-13 07:00:00,22475.01,22608.02,22416.68,22551.56,746.78946079
2023-03-13 08:00:00,22550.93,22633.22,22239.4,22247.32,1510.86985906
2023-03-13 09:00:00,22251.87,22310.86,21882.63,22046.27,1169.60529758
2023-03-13 10:00:00,22050.08,22251.54,21899.26,22205.36,826.39983886
2023-03-13 11:00:00,22203.08,22291.67,22075.77,22162.06,577.67783652
2023-03-13 12:00:00,22159.83,22195.85,21994.55,22177.7,1354.84966703
2023-03-13 13:00:00,22178.78,22674.63,22177.88,22568.63,2574.86747095
2023-03-13 14:00:00,22568.65,23785.0,22495.14,23670.0,4212.3689771
2023-03-13 15:00:00,23670.76,24710.0,23647.21,24097.52,5241.45263739
2023-03-13 16:00:00,24096.34,24366.0,23845.58,24059.89,2868.05700709
2023-03-13 17:00:00,24067.49,24267.66,23912.0,24189.65,1788.71028255
2023-03-13 18:00:00,24189.64,24384.25,24064.41,24359.66,1866.75636523
2023-03-13 19:00:00,24359.66,24487.12,24200.0,24370.08,1893.83167904
2023-03-13 20:00:00,24374.73,24413.92,24135.84,24207.31,2215.66216643
2023-03-13 21:00:00,24207.3,24297.83,24110.27,24183.13,1374.00856343
2023-03-13 22:00:00,24187.56,24338.1,24172.75,24294.42,1465.06743663
2023-03-13 23:00:00,24296.3,24309.21,24028.76,24220.0,1004.27886103
2023-03-14 00:00:00,24220.0,24340.0,24083.57,24275.71,1200.80068358
2023-03-14 01:00:00,24274.87,24534.98,24221.2,24507.02,1023.20877152
2023-03-14 02:00:00,24505.13,24597.0,24368.25,24380.52,890.50428067
2023-03-14 03:00:00,24380.52,24549.0,24340.9,24518.1,960.60924887
2023-03-14 04:00:00,24518.1,24600.0,24457.33,24575.21,1060.85280245
2023-03-14 05:00:00,24575.21,24922.01,24349.12,24470.39,2316.06152382
2023-03-14 06:00:00,24469.47,24611.84,24420.25,24462.42,748.43231003
2023-03-14 07:00:00,24462.42,24547.83,24286.98,24391.23,738.86321751
2023-03-14 08:00:00,24391.23,24437.54,24260.43,24349.68,890.85008398
2023-03-14 09:00:00,24349.72,24396.82,24273.46,24394.18,1214.27095367
2023-03-14 10:00:00,24391.57,24744.98,24375.45,24702.26,736.37287548
2023-03-14 11:00:00,24700.62,24910.0,24577.84,24867.93,1681.86912939
2023-03-14 12:00:00,24867.93,26246.92,24628.14,26007.2,6458.81008801
2023-03-14 13:00:00,26007.98,26553.9,25720.96,25873.98,5166.94980474
2023-03-14 14:00:00,25873.74,26251.66,25721.59,25961.62,2250.82928658
2023-03-14 15:00:00,25961.36,26064.08,25841.87,25997.51,2070.84571012
2023-03-14 16:00:00,25997.51,26102.62,25805.0,25957.48,1915.62773244
2023-03-14 17:00:00,25959.86,25982.39,25662.83,25703.6,1448.46746518
2023-03-14 18:00:00,25703.6,25723.83,24913.25,25039.01,2634.73081619
2023-03-14 19:00:00,25043.44,25200.0,24271.42,25129.19,2996.90635293
2023-03-14 20:00:00,25131.28,25244.73,24549.82,24649.01,2091.1452057
2023-03-14 21:00:00,24658.39,24712.59,24052.0,24640.72,1742.91449095
2023-03-14 22:00:00,24635.64,24877.04,24470.03,24792.91,975.7019157
2023-03-14 23:00:00,24792.33,24875.52,24691.66,24762.65,884.73969604
2023-03-15 00:00:00,24761.61,24820.0,24391.96,24805.14,1073.98576934
2023-03-15 01:00:00,24804.48,25167.48,24738.42,25000.01,1269.66281895
2023-03-15 02:00:00,24997.25,25069.7,24885.4,24916.62,391.21922686
2023-03-15 03:00:00,24916.62,24958.29,24741.47,24833.27,571.90756792
2023-03-15 04:00:00,24831.97,24933.6,24783.05,24927.7,315.98507739
2023-03-15 05:00:00,24928.88,24999.58,24796.96,24818.77,300.55133516
2023-03-15 06:00:00,24816.85,24964.89,24725.47,24899.19,661.55815608
2023-03-15 07:00:00,24901.63,25032.67,24826.43,24992.1,510.42583509
2023-03-15 08:00:00,24991.45,25048.01,24874.65,24877.43,550.26056499
2023-03-15 09:00:00,24876.95,24910.46,24597.03,24645.34,505.28488798
2023-03-15 10:00:00,24643.18,24767.19,24511.12,24655.1,813.16432809
2023-03-15 11:00:00,24656.06,24943.33,24376.56,24868.54,1873.1595548
2023-03-15 12:00:00,24869.5,25300.0,24531.95,24944.21,2556.22689217
2023-03-15 13:00:00,24943.21,25276.91,24845.97,24881.68,2304.96485732
2023-03-15 14:00:00,24879.94,25048.44,24519.94,24800.14,2028.84779909
2023-03-15 15:00:00,24802.55,24898.11,24443.34,24532.89,2284.7701155
2023-03-15 16:00:00,24532.89,24584.0,24114.62,24151.15,3122.96291242
2023-03-15 17:00:00,24147.34,24409.87,23931.01,24340.25,2565.99429334
2023-03-15 18:00:00,24340.28,24564.58,24179.83,24478.95,1801.80492928
2023-03-15 19:00:00,24475.87,24545.01,24229.85,24440.41,1395.42423533
2023-03-15 20:00:00,24441.02,24520.87,24304.46,24404.59,892.62013728
2023-03-15 21:00:00,24404.59,24571.35,24377.55,24540.01,679.51525129
2023-03-15 22:00:00,24540.1,24784.26,24385.5,24463.43,894.14341441
2023-03-15 23:00:00,24463.43,24541.11,24310.03,24377.16,763.98765602
2023-03-16 00:00:00,24377.16,24478.09,24240.2,24289.44,796.46795351
2023-03-16 01:00:00,24289.44,24437.66,24207.54,24418.95,733.81505165
2023-03-16 02:00:00,24418.15,24523.71,24394.15,24445.49,479.3998044
2023-03-16 03:00:00,24446.43,24464.52,24313.4,24349.01,554.24529145
2023-03-16 04:00:00,24349.84,24398.29,24270.43,24351.32,339.54885564
2023-03-16 05:00:00,24349.78,24543.92,24313.46,24427.08,364.62130087
2023-03-16 06:00:00,24428.81,24675.29,24423.46,24649.29,607.961099
2023-03-16 07:00:00,24646.93,24758.0,24606.51,24695.57,512.49966383
2023-03-16 08:00:00,24693.88,24737.4,24635.82,24659.43,358.88890255
2023-03-16 09:00:00,24658.91,24924.16,24451.71,24736.84,925.37630718
2023-03-16 10:00:00,24736.4,25142.14,24647.59,25018.24,1048.3547879
2023-03-16 11:00:00,25018.24,25021.95,24801.82,24907.89,702.3481838
2023-03-16 12:00:00,24907.89,24996.67,24737.02,24797.27,1421.59948446
2023-03-16 13:00:00,24798.55,24923.68,24593.14,24905.74,1073.32262674
2023-03-16 14:00:00,24905.3,25101.35,24750.34,24911.99,1371.33949975
2023-03-16 15:00:00,24912.62,24994.43,24815.73,24940.81,854.53561792
2023-03-16 16:00:00,24946.58,24974.3,24733.91,24816.9,1557.05667139
2023-03-16 17:00:00,24817.67,24845.54,24657.89,24729.24,1418.35952468
2023-03-16 18:00:00,24729.01,24885.51,24667.53,24845.1,785.89139586
2023-03-16 19:00:00,24844.95,25235.28,24842.45,25026.8,1964.60916346
2023-03-16 20:00:00,25027.33,25028.9,24684.07,24758.3,729.6586503
2023-03-16 21:00:00,24758.3,25146.18,24713.02,24971.06,640.99603892
2023-03-16 22:00:00,24971.27,25055.55,24898.6,25043.54,639.03112418
2023-03-16 23:00:00,25043.54,25127.86,24979.3,25051.85,874.49873421
2023-03-17 00:00:00,25052.11,25055.06,24946.86,24976.09,635.66509919
2023-03-17 01:00:00,24976.09,25795.27,24966.81,25729.39,2654.89843862
2023-03-17 02:00:00,25729.35,25967.56,25554.69,25653.5,2240.70234844
